nome;cultura;saco;preco
MEGATHYRSUS MAXIMUS MOMBACA SBS  VC35 15KG;Pecuária;15 kg;0
MEGATHYRSUS MAXIMUS MOMBACA SBS  VC35 20KG;Pecuária;20 kg;0
MEGATHYRSUS MAXIMUS MOMBACA SBS  VC35 500KG;Pecuária;500 kg;0
MEGATHYRSUS MAXIMUS MOMBACA SBS  VC50 1000KG;Pecuária;1000 kg;0
MEGATHYRSUS MAXIMUS MOMBACA SBS  VC50 15KG;Pecuária;15 kg;0
MEGATHYRSUS MAXIMUS MOMBACA SBS  VC50 20KG;Pecuária;20 kg;0
MEGATHYRSUS MAXIMUS MOMBACA SBS  VC50 500KG;Pecuária;500 kg;0
MEGATHYRSUS MAXIMUS MOMBACA SBS VC50 20KG;Pecuária;20 kg;0
MEGATHYRSUS MAXIMUS BRS QUENIA SBS  VC35 1000KG;Pecuária;1000 kg;0
MEGATHYRSUS MAXIMUS BRS QUENIA SBS  VC35 10KG;Pecuária;10 kg;0
MEGATHYRSUS MAXIMUS BRS QUENIA SBS  VC35 15KG;Pecuária;15 kg;0
MEGATHYRSUS MAXIMUS BRS QUENIA SBS  VC35 20KG;Pecuária;20 kg;0
MEGATHYRSUS MAXIMUS BRS QUENIA SBS  VC35 500KG;Pecuária;500 kg;0
MEGATHYRSUS MAXIMUS BRS QUENIA SBS  VC50 1000KG;Pecuária;1000 kg;0
MEGATHYRSUS MAXIMUS BRS QUENIA SBS  VC50 15KG;Pecuária;15 kg;0
MEGATHYRSUS MAXIMUS BRS QUENIA SBS  VC50 20KG;Pecuária;20 kg;0
MEGATHYRSUS MAXIMUS BRS QUENIA SBS  VC50 500KG;Pecuária;500 kg;0
MEGATHYRSUS MAXIMUS CV BRS QUENIA VC 35 10KG;Pecuária;10 kg;0
MEGATHYRSUS MAXIMUS CV BRS QUENIA VC 80 05KG;Pecuária;05 kg;0
UROCHLOA RUZIZIENSIS CV RUZIZIENSIS;Agricultura;—;0
UROCHLOA RUZIZIENSIS CV RUZIZIENSIS VC 50 10KG;Agricultura;10 kg;0
UROCHLOA RUZIZIENSIS CV RUZIZIENSIS VC 50 12KG;Agricultura;12 kg;0
UROCHLOA RUZIZIENSIS CV RUZIZIENSIS VC 50 15KG;Agricultura;15 kg;0
UROCHLOA RUZIZIENSIS CV RUZIZIENSIS VC 50 20KG;Agricultura;20 kg;0
UROCHLOA RUZIZIENSIS CV RUZIZIENSIS VC 50 500KG;Agricultura;500 kg;0
UROCHLOA RUZIZIENSIS CV RUZIZIENSIS VC 80 - TRATADA - 10KG;Agricultura;10 kg;0
UROCHLOA RUZIZIENSIS CV RUZIZIENSIS VC 80 02KG;Agricultura;02 kg;0
UROCHLOA RUZIZIENSIS CV RUZIZIENSIS VC 80 05KG;Agricultura;05 kg;0
UROCHLOA RUZIZIENSIS CV RUZIZIENSIS VC 80 10KG;Agricultura;10 kg;0
UROCHLOA RUZIZIENSIS CV RUZIZIENSIS VC 80 15KG;Agricultura;15 kg;0
UROCHLOA RUZIZIENSIS CV RUZIZIENSIS VC 80 20KG;Agricultura;20 kg;0
UROCHLOA RUZIZIENSIS CV RUZIZIENSIS VC 80 25KG;Agricultura;25 kg;0
UROCHLOA RUZIZIENSIS CV RUZIZIENSIS VC 80 30KG;Agricultura;30 kg;0
UROCHLOA RUZIZIENSIS CV RUZIZIENSIS VC 80 500KG;Agricultura;500 kg;0
UROCHLOA RUZIZIENSIS RUZIZIENSIS SBS  VC50 1000KG;Agricultura;1000 kg;0
UROCHLOA RUZIZIENSIS RUZIZIENSIS SBS  VC50 15KG;Agricultura;15 kg;0
UROCHLOA RUZIZIENSIS RUZIZIENSIS SBS  VC50 20KG;Agricultura;20 kg;0
UROCHLOA RUZIZIENSIS RUZIZIENSIS SBS  VC50 500KG;Agricultura;500 kg;0
MEGATHYRSUS MAXIMUS CV TANZANIA-1 VC 35 10KG;Pecuária;10 kg;0
MEGATHYRSUS MAXIMUS CV TANZANIA-1 VC 35 15KG;Pecuária;15 kg;0
MEGATHYRSUS MAXIMUS CV TANZANIA-1 VC 35 20KG;Pecuária;20 kg;0
MEGATHYRSUS MAXIMUS CV TANZANIA-1 VC 72 10KG;Pecuária;10 kg;0
MEGATHYRSUS MAXIMUS TANZANIA-1 SBS  VC35 1000KG;Pecuária;1000 kg;0
MEGATHYRSUS MAXIMUS TANZANIA-1 SBS  VC35 10KG;Pecuária;10 kg;0
MEGATHYRSUS MAXIMUS TANZANIA-1 SBS  VC35 15KG;Pecuária;15 kg;0
MEGATHYRSUS MAXIMUS TANZANIA-1 SBS  VC35 20KG;Pecuária;20 kg;0
MEGATHYRSUS MAXIMUS TANZANIA-1 SBS  VC35 500KG;Pecuária;500 kg;0
MEGATHYRSUS MAXIMUS TANZANIA-1 SBS  VC50 1000KG;Pecuária;1000 kg;0
MEGATHYRSUS MAXIMUS TANZANIA-1 SBS  VC50 15KG;Pecuária;15 kg;0
MEGATHYRSUS MAXIMUS TANZANIA-1 SBS  VC50 20KG;Pecuária;20 kg;0
MEGATHYRSUS MAXIMUS TANZANIA-1 SBS  VC50 500KG;Pecuária;500 kg;0
